symbol,name,time,epsEstimate,reportedEps,suprise,date
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-17
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-17
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-17
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-17
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-17
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-17
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-17
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-17
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-17
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-17
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-17
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-17
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-18
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-18
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-18
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-18
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-18
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-18
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-18
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-18
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-18
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-18
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-18
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-18
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-18
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-18
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-18
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-18
WB,Weibo Corp,TAS,0.59,-,-,2019-03-18
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-18
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-18
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-18
SINA,SINA Corp,TAS,0.47,-,-,2019-03-18
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-18
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-18
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-18
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-18
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-18
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-18
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-18
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-18
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-18
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-18
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-18
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-18
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-18
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-18
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-18
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-18
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-18
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-18
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-18
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-18
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-18
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-18
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-18
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-18
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-19
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-19
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-19
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-19
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-19
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-19
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-19
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-19
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-19
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-19
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-19
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-19
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-19
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-19
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-19
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-19
WB,Weibo Corp,TAS,0.59,-,-,2019-03-19
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-19
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-19
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-19
SINA,SINA Corp,TAS,0.47,-,-,2019-03-19
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-19
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-19
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-19
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-19
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-19
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-19
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-19
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-19
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-19
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-19
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-19
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-19
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-19
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-19
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-19
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-19
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-19
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-19
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-19
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-19
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-19
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-19
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-19
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-19
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-20
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-20
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-20
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-20
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-20
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-20
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-20
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-20
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-20
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-20
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-20
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-20
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-20
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-20
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-20
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-20
WB,Weibo Corp,TAS,0.59,-,-,2019-03-20
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-20
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-20
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-20
SINA,SINA Corp,TAS,0.47,-,-,2019-03-20
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-20
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-20
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-20
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-20
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-20
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-20
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-20
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-20
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-20
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-20
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-20
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-20
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-20
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-20
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-20
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-20
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-20
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-20
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-20
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-20
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-20
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-20
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-20
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-20
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-21
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-21
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-21
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-21
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-21
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-21
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-21
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-21
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-21
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-21
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-21
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-21
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-21
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-21
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-21
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-21
WB,Weibo Corp,TAS,0.59,-,-,2019-03-21
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-21
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-21
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-21
SINA,SINA Corp,TAS,0.47,-,-,2019-03-21
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-21
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-21
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-21
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-21
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-21
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-21
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-21
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-21
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-21
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-21
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-21
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-21
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-21
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-21
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-21
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-21
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-21
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-21
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-21
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-21
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-21
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-21
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-21
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-21
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-22
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-22
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-22
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-22
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-22
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-22
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-22
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-22
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-22
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-22
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-22
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-22
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-22
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-22
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-22
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-22
WB,Weibo Corp,TAS,0.59,-,-,2019-03-22
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-22
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-22
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-22
SINA,SINA Corp,TAS,0.47,-,-,2019-03-22
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-22
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-22
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-22
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-22
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-22
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-22
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-22
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-22
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-22
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-22
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-22
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-22
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-22
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-22
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-22
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-22
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-22
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-22
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-22
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-22
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-22
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-22
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-22
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-22
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-23
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-23
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-23
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-23
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-23
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-23
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-23
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-23
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-23
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-23
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-23
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-23
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-23
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-23
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-23
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-23
WB,Weibo Corp,TAS,0.59,-,-,2019-03-23
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-23
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-23
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-23
SINA,SINA Corp,TAS,0.47,-,-,2019-03-23
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-23
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-23
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-23
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-23
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-23
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-23
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-23
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-23
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-23
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-23
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-23
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-23
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-23
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-23
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-23
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-23
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-23
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-23
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-23
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-23
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-23
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-23
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-23
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-23
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-24
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-24
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-24
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-24
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-24
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-24
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-24
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-24
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-24
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-24
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-24
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-24
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-24
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-24
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-24
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-24
WB,Weibo Corp,TAS,0.59,-,-,2019-03-24
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-24
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-24
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-24
SINA,SINA Corp,TAS,0.47,-,-,2019-03-24
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-24
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-24
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-24
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-24
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-24
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-24
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-24
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-24
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-24
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-24
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-24
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-24
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-24
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-24
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-24
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-24
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-24
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-24
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-24
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-24
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-24
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-24
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-24
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-24
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-25
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-25
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-25
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-25
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-25
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-25
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-25
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-25
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-25
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-25
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-25
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-25
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-25
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-25
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-25
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-25
WB,Weibo Corp,TAS,0.59,-,-,2019-03-25
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-25
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-25
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-25
SINA,SINA Corp,TAS,0.47,-,-,2019-03-25
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-25
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-25
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-25
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-25
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-25
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-25
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-25
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-25
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-25
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-25
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-25
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-25
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-25
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-25
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-25
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-25
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-25
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-25
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-25
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-25
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-25
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-25
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-25
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-25
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-26
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-26
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-26
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-26
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-26
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-26
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-26
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-26
